学科,题干,标准答案,选项A,选项B,选项C,选项D,选项E
中医儿科学,患儿，9岁。发热咳嗽2天。证见发热恶风，咳嗽气急，痰多而黄，口渴咽红，舌质红，苔薄白，脉浮数。其治法是,B,辛温宣肺，化痰止咳,辛凉宣肺，化痰止咳,清热涤痰，开肺定喘,清热解毒，泻肺开闭,养阴清肺，润肺止咳
中医儿科学,患儿，2岁。发热咳嗽3天。证见高热持续不退，咳嗽剧烈，气急鼻煽，烦躁喘憋，涕泪俱无，面赤唇红，大便秘结，舌红，苔黄，指纹紫滞。其治法是,D,辛温宣肺，化痰止咳,辛凉宣肺，清热化痰,清热涤痰，开肺定喘,清热解毒，泻肺开闭,养阴清肺，润肺止咳
中医儿科学,患儿，6岁。发热咳嗽5天。证见发热，无汗，呛咳不爽，呼吸气急，痰白而稀，咽不红，舌淡红，苔薄白，脉浮紧。治疗首选方,C,三拗汤,麻黄汤,华盖散,荆防败毒散,麻杏石甘汤
中医儿科学,患儿，2岁。发热咳嗽3天。证见发热，无汗，呛咳不爽，呼吸气急，痰声重浊，咽不红，舌淡红，苔薄白，指纹浮红。其证候是,A,风寒郁肺,风热闭肺,痰热闭肺,肺脾气虚,阴虚肺热
中医儿科学,患儿，5岁。证见发热烦躁，咳嗽喘促，气急鼻煽，呼吸困难，喉间痰鸣，面赤口渴，大便干燥，小便黄少，舌红，苔黄，脉滑数。其证候是,C,风寒闭肺,风热闭肺,痰热闭肺,毒热闭肺,阴虚肺热
中医儿科学,患儿，4岁。高热3天，持续不退，咳嗽剧烈，气急鼻煽，烦躁不安，忽见神昏谵语，四肢抽搐，双目上视，舌红绛，指纹直达命关。其治法是,E,辛凉宣肺，清热化痰,清热解毒，泻肺开闭,清热涤痰，开肺定喘,温补心阳，救逆固脱,平肝熄风，清心开窍
中医儿科学,患儿，12岁。发热咳嗽3天，证见高热烦躁，咳嗽喘促，气急鼻煽，呼吸困难，咯黄稠痰，胸闷胀满，面赤口渴，大便干燥，舌红，苔黄，脉滑数。治疗首选方,C,华盖散,麻杏石甘汤,麻杏石甘汤合葶苈大枣泻肺汤,银翘散合麻杏石甘汤,黄连解毒汤合三拗汤
中医儿科学,患儿，4岁。证见高热持续，咳嗽剧烈，喉间痰鸣，气急鼻煽，烦躁喘憋，涕泪俱无，鼻孔干燥，面赤唇红，口渴咽干，大便秘结，舌红而干，苔黄，脉数。治疗首选方,E,华盖散,麻杏石甘汤,五虎汤合葶苈大枣泻肺汤,银翘散合麻杏石甘汤,黄连解毒汤合麻杏石甘汤
中医儿科学,患儿，9岁。1个月前患肺炎喘嗽，迁延未愈，证见低热盗汗，干咳无痰，面色潮红，五心烦热，舌红少津，少苔，脉细数。治疗首选方,B,麦门冬汤,沙参麦冬汤,补肺阿胶汤,青蒿鳖甲汤,人参五味子汤
中医儿科学,患儿，7岁。患肺炎喘嗽已半月，经治疗症状好转，现证见低热，面白少华，多汗，咳嗽无力，纳差，便溏，舌淡红，苔薄白，脉弱。治疗首选方,C,沙参麦冬汤,六君子汤,人参五味子汤,参苓白术散,补中益气汤
中医儿科学,患儿，2岁。发热咳嗽2天，高热顿躁，咳嗽喘促，气急鼻煽，呼吸困难，突见面色苍白，口唇紫绀，精神萎靡，胁下痞块，舌质紫，苔薄白，指纹紫滞。其证候是,D,风热闭肺,毒热闭肺,邪陷厥阴,心阳虚衰,痰热闭肺
中医儿科学,治疗肺炎喘嗽风寒闭肺证的首选方是,D,金沸草散,小青龙汤,三拗汤,华盖散,荆防败毒散
中医儿科学,治疗咳嗽风寒咳嗽证的首选方是,A,金沸草散,小青龙汤,三拗汤,华盖散,荆防败毒散
中医儿科学,与哮喘发病关系最密切的脏腑是,E,肺心肝,肺脾心,肺肝脾,肝脾肾,肺脾肾
中医儿科学,下列哪项不属于哮喘的临床特征,A,发热,喘息气促,喉间痰鸣,呼气延长,甚者紫绀
中医儿科学,治疗小儿哮喘肺脾气虚证首选方是,E,金匮肾气丸,苏子降气汤,麻杏石甘汤合苏葶丸,小青龙汤合三子养亲汤,人参五味子汤合玉屏风散
中医儿科学,患儿，5岁。咳嗽喘促半天。证见气喘，喉间哮鸣，咳嗽，胸闷，痰稀色白有泡沫，喷嚏鼻塞，流清涕，唇青，形寒肢凉，无汗，口不渴，小便清长，大便溏薄，咽不红，舌质淡红，苔薄白，脉浮紧，指纹红。其治法是,A,温肺散寒，涤痰定喘,清肺涤痰，止咳平喘,解表清里，定喘止咳,泻肺补肾，标本兼顾,健脾温肾，固摄纳气
中医儿科学,患儿，6岁。咳嗽喘促1天。证见喘促气急，咳嗽痰鸣，恶寒发热，鼻流清涕，咯痰黄稠，口渴，大便干，舌红，苔白，脉滑数。其治法是,C,温肺散寒，化痰定喘,清肺涤痰，止咳平喘,解表清里，止咳定喘,泻肺补肾，标本兼顾,健脾温肾，固摄纳气
中医儿科学,患儿，9岁。咳嗽喘促3天。证见咳嗽，喉间痰鸣，喘促气急，鼻塞，喷嚏，流清涕，咯痰黄稠，大便秘结，舌红，苔白，脉浮滑。其证候是,B,寒性哮喘,外寒内热,热性哮喘,肺实肾虚,肺肾阴虚
中医儿科学,患儿，10岁。反复咳嗽哮喘4年余。证见咳嗽无力，声低息微，自汗畏风，面白少华，神疲懒言，形体消瘦，大便稀溏，舌淡红，苔薄白，脉细弱。其证候是,D,寒性哮喘,肺实肾虚,肺肾阴虚,肺脾气虚,脾肾阳虚
中医儿科学,患儿，7岁。咳嗽喘促2月余。证见咳嗽时作，喘促乏力，咳痰不爽，面色潮红，盗汗，手足心热，舌质红，少苔，脉细数。其证候是,B,寒性哮喘,肺肾阴虚,肺实肾虚,肺脾气虚,脾肾阳虚
中医儿科学,患儿，7岁。咳嗽喘促3小时。证见恶寒发热，咳嗽，喘促气急，喉间痰鸣，鼻塞，流清涕，咯痰黄稠，烦躁，口渴，大便干，舌红，苔白，脉浮紧。治疗首选方,D,麻黄汤,华盖散,麻杏石甘汤,大青龙汤,小青龙汤
中医儿科学,患儿，8岁。反复咳嗽喘促3年余。证见咳嗽时作，喘促乏力，咯痰不爽，潮红盗汗，手足心热，大便秘结，小便少，舌质红，少苔，脉细数。治疗首选方,B,桑菊饮,麦味地黄丸,养阴清肺汤,麻杏石甘汤,沙参麦冬汤
中医儿科学,患儿，7岁。反复咳嗽喘促3年余。证见咳嗽喘促，动则喘甚，胸闷气短，面色欠华，神疲乏力，畏寒肢冷，舌质淡，苔白，脉细弱。治疗首选方,E,苏葶九,华盖散,苏子降气汤,小青龙汤,金匮肾气丸
中医儿科学,治疗风寒束肺哮喘的首选方是,E,三拗汤,都气丸,大青龙汤,麻杏石甘汤合苏葶丸,小青龙汤合三子养亲汤
中医儿科学,治疗痰热阻肺哮喘的首选方是,D,三拗汤,都气丸,大青龙汤,麻杏石甘汤合苏葶丸,小青龙汤合三子养亲汤
中医儿科学,小儿反复呼吸道感染病位主要在肺，常涉及的脏腑是,A,脾肾,心肝,脾胃,肝肾,心肾
中医儿科学,反复呼吸道感染脾肾两虚证的治法,B,养阴润肺，益气健脾,温补肾阳，健脾益气,调和营卫，益气固表,补肺固表，健脾益气,温补脾肾，固摄纳气
中医儿科学,治疗反复呼吸道感染肺脾气虚证应选的方剂是,E,补中益气汤,黄芪桂枝五物汤,金匮肾气丸合理中丸,生脉散合沙参麦冬汤,玉屏风散合六君子汤
中医儿科学,诊断3～5岁的小儿反复呼吸道感染，其中1年上呼吸道感染的次数是,B,5,6,7,8,9
中医儿科学,诊断0～2岁的小儿反复呼吸道感染，其中1年上呼吸道感染的次数是,C,5,6,7,8,9
中医儿科学,反复呼吸道感染，肺脾气虚证的表现不包括,B,面黄少华,腰膝酸软,少气懒言,自汗多汗,脉无力，指纹淡
中医儿科学,反复呼吸道感染，营卫失调证的主治方剂,D,桂枝汤,麻黄汤,小青龙汤,黄芪桂枝五物汤,玉屏风散
中医儿科学,患儿，3岁。平素反复外感。面白少华，形体消瘦，肌肉松软，鸡胸龟背，腰膝酸软，形寒肢冷，发育落后，动则气喘，少气懒言，多汗易汗，食少纳呆，大便稀溏，舌质淡，苔薄白，脉沉细无力。其治法是,B,调和营卫，益气固表,温补肾阳，健脾益气,养阴润肺，益气健脾,补肺固表，健脾益气,健脾益气，养阴益胃
中医儿科学,患儿，4岁。反复外感，面白颧红少华，食少纳呆，口渴，盗汗自汗，手足心热，大便干结，舌质红，苔花剥，脉细数。其证候是,D,肺脾气虚,营卫失调,脾肾两虚,肺脾阴虚,气阴两虚证
中医儿科学,患儿，9岁。反复呼吸道感染，诉恶风、恶寒，面色少华，四肢不温，多汗易汗，舌淡红，苔薄白，脉无力。其治法是,A,调和营卫，益气固表,温补肾阳，健脾益气,养阴润肺，益气健脾,补肺固表，健脾益气,健脾益气，养阴益胃
中医儿科学,鹅口疮的发病，可由胎热内蕴，口腔不洁，感受秽毒之邪所致。其主要病变在,D,心肝,心肾,肝肾,心脾,肺脾
中医儿科学,鹅口疮好发于,A,初生儿,幼儿,学龄前儿童,学龄儿童,青春期儿童
中医儿科学,治疗鹅口疮心脾积热证的首选方剂是,E,导赤散,泻黄散,泻心汤,清胃散,清热泻脾散
中医儿科学,治疗鹅口疮虚火上浮证的首选方剂是,B,益黄散,知柏地黄丸,六味地黄丸,沙参麦冬汤,养胃增液汤
中医儿科学,患儿，10天。啼哭不安，不欲吮乳，口舌满布白屑，唇舌俱红，小便短赤。治疗应首选,E,导赤散,泻黄散,竹叶石膏汤,知柏地黄丸,清热泻脾散
中医儿科学,患儿，6个月。泄泻10多天，经用抗生素治疗，泄泻已止，但口舌出现散在白屑，红晕不著，口干不渴，手足心热，舌红苔少。治疗应首选,D,导赤散,泻黄散,竹叶石膏汤,知柏地黄丸,清热泻脾散
中医儿科学,鹅口疮心脾积热证证见,A,口舌白屑满布,口舌白屑散在,舌如草莓,舌起芒刺,恶寒发热
中医儿科学,鹅口疮虚火上浮证证见,B,口舌白屑满布,口舌白屑散在,舌如草莓,舌起芒刺,恶寒发热
中医儿科学,鹅口疮心脾积热证的治疗法则是,B,清泻胃火,清心泻脾,清心泻热,滋阴增液,滋阴降火
中医儿科学,鹅口疮虚火上浮证的治疗法则是,E,清泻胃火,清心泻脾,清心泻热,滋阴增液,滋阴降火
中医儿科学,治疗口疮虚火上浮证的首选方剂是,C,导赤散,泻黄散,六味地黄丸,泻心导赤散,黄连解毒汤
中医儿科学,治疗口疮风热乘脾证的首选方剂是,E,导赤散,泻黄散,清胃散,凉膈散,银翘散
中医儿科学,治疗口疮心火上炎证的首选方剂是,D,导赤散,凉膈散,泻心汤,泻心导赤散,黄连解毒汤
中医儿科学,患儿，2岁。起病1天，发热，口颊、齿龈见多个溃疡点，周围焮红，口臭流涎，舌红，苔黄，脉浮数。其证候是,B,心火上炎,风热乘脾,心脾积热,虚火上浮,肝胆湿热
中医儿科学,患儿，4岁。昨天外出游玩。今天舌边尖溃烂，色赤疼痛，饮食困难，心烦不安，口干欲饮，小便短赤，舌尖红，苔薄黄。其治法是,C,疏风散火，清热解毒,滋阴降火，引火归元,清心凉血，泻火解毒,疏风解表，泻火解毒,消食导滞，清热解毒
中医儿科学,患儿，3岁。口腔溃疡或糜烂，反复发作，形体消瘦，神疲颧红，周围不红，疼痛不甚，口干不渴，舌红，苔少。治疗应首选,D,沙参麦冬汤,养胃增液汤,益黄散,六味地黄丸加肉桂,知柏地黄丸加附子
中医儿科学,口疮虚火上浮证的治法是,E,疏风散火，清热解毒,消食导滞，清热解毒,清心凉血，泻火解毒,疏风解表，泻火解毒,滋阴降火，引火归原
中医儿科学,口疮风热乘脾证的治法是,A,疏风散火，清热解毒,消食导滞，清热解毒,清心凉血，泻火解毒,疏风解表，泻火解毒,滋阴降火，引火归原
中医儿科学,小儿泄泻发病率较高的季节是,B,春夏,夏秋,秋冬,冬春,四季无差异
中医儿科学,泄泻的病变脏腑主要在,C,肝，胆,心，小肠,脾，胃,肺，大肠,肾，膀胱
中医儿科学,泄泻的基本治疗原则是,D,清肠化湿,消食化积,祛风散寒,运脾化湿,健脾化湿
中医儿科学,治疗脾虚泻的首选方是,C,保和丸,平胃散,参苓白术散,藿香正气散,附子理中汤
中医儿科学,脾肾阳虚泻的治法为,D,健脾温阳，助运止泻,健脾益气，酸甘敛阴,补肾滋阴，平肝降火,温补脾肾，固涩止泻,挽阴回阳，救逆固脱
中医儿科学,患儿，9个月。泄泻3个月，身体日渐消瘦，现仍泻下不止，日行7、8次，精神萎靡，哭声微弱，面色青灰，四肢厥冷，脉微细欲绝。其证候是,E,脾阳虚弱,肾阳虚衰,阴津耗伤,气阴两伤,阴竭阳脱
中医儿科学,患儿，7个月。病起1天，发热，泄泻9次，大便稀薄如水，泻下急迫，恶心呕吐，阵阵啼哭，小便短黄。治疗应首选,E,保和丸,平胃散,参苓白术散,藿香正气散,葛根黄芩黄连汤
中医儿科学,患儿，6个月。今晨起啼哭不安，阵阵捧腹啼叫，已解清稀大便3次，便多泡沫，臭气轻，可闻肠鸣，指纹淡红。其证候是,B,湿热泻,风寒泻,伤食泻,脾虚泻,脾肾阳虚泻
中医儿科学,患儿，2岁。昨晚吃鸡腿3只，夜间阵阵哭闹，呕吐2次，至今晨大便3次，便稀薄，夹有乳凝块或食物残渣，气味酸臭，不思进食，舌苔厚腻。其治法是,A,运脾和胃，消食化滞,运脾和胃，清肠化湿,运脾和胃，祛风散寒,运脾和胃，健脾益气,运脾和胃，温补脾肾
中医儿科学,患儿，11个月。泄泻2周，大便稀溏，色淡不臭，多于食后作泻，时轻时重，面色萎黄，形体消瘦，神疲倦怠，舌淡苔白，脉缓弱，指纹淡。其分型为,D,湿热泻证,风寒泻证,伤食泻证,脾虚泻证,脾肾阳虚泻证
中医儿科学,患儿，1岁。泄泻时轻时重，已经3月，大便清稀无臭，夹不消化食物，有时便后脱肛，形寒肢冷，精神萎靡，指纹色淡。治疗应首选,D,异功散合平胃散,保和丸合二陈汤,参苓白术散合理中丸,附子理中汤合四神丸,金匮肾气丸合人参乌梅汤
中医儿科学,患儿，8个月。素来体弱，泄泻2天，大便日行二十余次，质稀如水，精神萎软，时而烦闹，皮肤干燥，囟门凹陷，啼哭无泪，小便量少，舌红少津。其治法是,B,健脾温阳，助运止泻,健脾益气，酸甘敛阴,补肾滋阴，平肝降火,补肾温阳，涩肠止泻,挽阴回阳，救逆固脱
中医儿科学,伤食泻证见,A,大便稀薄，夹有食物，泻后痛减,便下急迫，便色黄褐，气味秽臭,大便稀溏，色淡不臭，食后易泻,大便清稀，完谷不化，澄澈清冷,便稀多沫，臭气不重，肠鸣腹痛
中医儿科学,脾肾阳虚泻证见,D,大便稀薄，夹有食物，泻后痛减,便下急迫，便色黄褐，气味秽臭,大便稀溏，色淡不臭，食后易泻,大便清稀，完谷不化，澄澈清冷,便稀多沫，臭气不重，肠鸣腹痛
中医儿科学,泄泻气阴两伤变证证见,A,小便短少，皮肤干燥,小便短黄，皮肤灼热,小便清长，四肢欠温,尿少或无，四肢厥冷,尿次频数，面色苍白
中医儿科学,泄泻阴竭阳脱变证证见,D,小便短少，皮肤干燥,小便短黄，皮肤灼热,小便清长，四肢欠温,尿少或无，四肢厥冷,尿次频数，面色苍白
中医儿科学,厌食的基本治疗法则是,B,消食导滞,运脾开胃,健脾助运,理气醒脾,养胃育阴
中医儿科学,治疗厌食脾失健运证的首选方剂是,A,不换金正气散,保和丸,健脾丸,异功散,平胃散
中医儿科学,治疗厌食脾胃气虚证的首选方剂是,B,保和丸,异功散,四君子汤,补中益气汤,健脾丸
中医儿科学,患儿，2岁。体重11kg，自入秋以来食欲不振，食而不化，面色少华，倦怠乏力，大便偏稀，夹有不消化食物。最可能的诊断是,A,厌食,积滞,疳证,疰夏,泄泻
中医儿科学,患儿，4岁。素喜煎炸食物，近两月来不思进食，食少饮多，皮肤欠润，大便干结，舌质红，苔花剥。治疗应首选,B,增液汤,养胃增液汤,沙参麦冬汤,养阴清肺汤,增液承气汤
中医儿科学,患儿，3岁。体重13kg，自入幼儿园2个月来，食欲不振，面色少华，偶尔多食后则脘腹饱胀，恶心，精神尚可，二便不调，舌苔薄腻。其治法是,E,消食导滞，理气行滞,健脾益气，开胃助运,滋脾养胃，佐以助运,疏肝开郁，理气助运,调和脾胃，运脾开胃
